Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Power_Supply_Type,Interlocking_Type,Communication_Link_Status,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Corridor_Criticality,Available_Block_Window_Hours,Overlapping_TRD_Request,Overlapping_Engineering_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Block_Conflict_Type,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
SMMS01887,DT-XZWDW,DT,XZWDW,3.43,Northern Railway,Ambala,Relay Interlocking,Interlocking Logic Fault,Medium,Datalogger Analysis,AC (25kV Signalling),EI,Degraded,23-02-2026,08-09-2026,09-09-2026,12-09-2026,8.5,7.3,60,8.1,04-09-2025,30,0,23,Branch,10.28,False,True,44.6,This Month,Monthly,7.3,No_Overlap,No,51.2,8.5,46.4,0.83
SMMS01888,RE-JP,RE,JP,94.4,Western Railway,Mumbai Central,Block Instrument,Block Instrument Failure,High,Signal Failure Alarm,AC (25kV Signalling),PI,Degraded,19-04-2026,13-09-2026,14-09-2026,16-09-2026,8.2,6.6,30,6.7,18-05-2026,90,2,20,Trunk,16.55,False,False,39.5,This Week,Weekly,6.6,No_Overlap,No,57.2,8.2,44.4,0.79
SMMS01889,VUPTP-WLLBW,VUPTP,WLLBW,37.53,Southern Railway,Salem,Axle Counter,Reset Failure,Low,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,13-11-2025,12-09-2026,12-09-2026,17-09-2026,2.4,2.5,90,10.4,05-10-2025,30,3,12,Trunk,13.44,False,False,29.0,This Month,Monthly,2.5,Same_Division_Overlap,No,53.4,2.4,50.0,0.92
SMMS01890,VMO-SPJA,VMO,SPJA,33.63,Central Railway,Pune,Axle Counter,Wheel Sensor Fault,Critical,Datalogger Analysis,DC,RRI,Normal,07-10-2025,04-09-2026,04-09-2026,05-09-2026,8.5,10.8,10,10.9,23-12-2025,180,1,13,Trunk,12.23,False,True,78.8,Immediate,Weekly,10.8,Cross_Division_Overlap,Yes,55.9,8.5,50.1,0.71
SMMS01891,SGDMI-UMJS,SGDMI,UMJS,95.05,Western Railway,Rajkot,Point Machine,Point Machine Failure,Low,Visual Inspection,AC (25kV Signalling),PI,Normal,27-06-2026,10-09-2026,11-09-2026,16-09-2026,4.3,3.5,22,3.5,05-08-2026,90,0,9,Trunk,19.96,True,True,77.1,Programmed,Monthly,3.5,Same_Division_Overlap,Yes,27.8,4.3,28.8,0.5
SMMS01892,PHRT-TIMV,PHRT,TIMV,75.5,Western Railway,Mumbai Central,Level Crossing Interlocking,LC Gate Interlocking Fault,High,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Down,05-09-2025,04-09-2026,05-09-2026,07-09-2026,7.3,6.4,30,23.2,22-08-2025,30,1,5,Branch,2.84,False,False,47.3,This Week,Weekly,6.4,No_Overlap,No,60.1,7.3,58.2,0.77
SMMS01893,MBOGY-MHE,MBOGY,MHE,54.38,South Central Railway,Guntur,Signal Cable/Data Logger,Cable Insulation Fault,High,Signal Failure Alarm,DC,PI,Degraded,06-08-2026,09-09-2026,09-09-2026,11-09-2026,5.9,6.1,20,23.5,06-08-2026,90,0,21,Branch,3.99,False,False,44.9,This Week,Weekly,6.1,Same_Division_Overlap,No,57.9,5.9,49.6,0.68
SMMS01894,YLMB-AIQP,YLMB,AIQP,28.86,Northern Railway,Ferozpur,Signal Cable/Data Logger,Data Logger Fault,Low,Preventive Test,AC (25kV Signalling),EI,Normal,05-12-2025,08-09-2026,09-09-2026,14-09-2026,4.8,4.3,90,23.9,27-11-2025,15,0,19,Branch,1.73,True,True,77.6,This Month,Monthly,4.3,Cross_Division_Overlap,Yes,49.0,4.8,50.3,0.59
SMMS01895,BX-LBW,BX,LBW,82.08,Eastern Railway,Howrah,Point Machine,Switch Blade Misalignment,Medium,Signal Failure Alarm,DC,RRI,Normal,16-05-2026,07-09-2026,08-09-2026,11-09-2026,7.6,6.7,60,23.1,13-05-2026,30,3,14,Branch,17.2,False,False,33.9,This Month,Monthly,6.7,No_Overlap,No,52.8,7.6,47.2,0.84
SMMS01896,MYNJT-KG,MYNJT,KG,26.27,South Central Railway,Secunderabad,Block Instrument,Block Instrument Failure,Medium,Signal Failure Alarm,DC,EI,Normal,12-08-2025,04-09-2026,04-09-2026,07-09-2026,4.7,6.6,60,10.3,19-08-2025,30,0,24,Trunk,6.5,False,True,54.9,This Week,Weekly,6.6,No_Overlap,No,56.1,4.7,56.0,0.8
SMMS01897,MLQVF-WTP,MLQVF,WTP,48.54,South Central Railway,Guntakal,Point Machine,Switch Blade Misalignment,Low,Visual Inspection,AC (25kV Signalling),RRI,Normal,16-09-2025,13-09-2026,13-09-2026,18-09-2026,2.3,2.5,90,20.0,29-08-2026,30,1,6,Trunk,5.13,False,False,29.3,This Week,Weekly,2.5,No_Overlap,No,57.7,2.3,53.3,0.65
SMMS01898,ZUTR-HJBS,ZUTR,HJBS,12.57,Southern Railway,Madurai,Relay Interlocking,Interlocking Logic Fault,Medium,Datalogger Analysis,AC (25kV Signalling),SSI,Normal,07-08-2026,14-09-2026,14-09-2026,17-09-2026,3.3,4.7,5,19.4,06-09-2025,15,2,7,Trunk,2.19,False,False,27.8,This Month,Monthly,4.7,Same_Division_Overlap,No,45.1,3.3,43.9,0.91
SMMS01899,TUK-KFUY,TUK,KFUY,32.09,South Central Railway,Vijayawada,Block Instrument,Communication Loss,Low,Signal Failure Alarm,AC (25kV Signalling),EI,Degraded,26-08-2026,14-09-2026,14-09-2026,19-09-2026,1.2,1.7,0,4.8,08-02-2026,15,2,24,Trunk,10.05,False,True,44.9,Programmed,Monthly,1.7,No_Overlap,No,33.2,1.2,33.7,0.99
SMMS01900,AIG-AX,AIG,AX,27.5,Western Railway,Ratlam,Signal Cable/Data Logger,Cable Insulation Fault,Medium,Signal Failure Alarm,DC,RRI,Normal,04-02-2026,04-09-2026,04-09-2026,07-09-2026,5.3,6.1,60,10.1,31-10-2025,30,1,3,Trunk,4.21,False,True,55.0,This Month,Monthly,6.1,Cross_Division_Overlap,Yes,45.0,5.3,37.8,0.78
SMMS01901,XB-CENA,XB,CENA,63.24,Eastern Railway,Sealdah,Signal Cable/Data Logger,Power Supply Fault,Medium,Datalogger Analysis,IPS (Integrated Power Supply),PI,Degraded,14-04-2026,10-09-2026,10-09-2026,13-09-2026,4.2,4.9,60,11.3,17-04-2026,15,0,11,Trunk,19.87,True,False,62.8,This Month,Monthly,4.9,No_Overlap,Yes,50.7,4.2,59.7,0.69
SMMS01902,TW-PKSFT,TW,PKSFT,102.51,Western Railway,Ahmedabad,Level Crossing Interlocking,LC Gate Interlocking Fault,High,Signal Failure Alarm,DC,EI,Normal,14-06-2026,04-09-2026,04-09-2026,06-09-2026,6.1,6.8,30,2.8,07-11-2025,30,0,12,Trunk,10.48,False,True,64.1,This Month,Monthly,6.8,Same_Division_Overlap,Yes,48.4,6.1,47.3,0.82
SMMS01903,MYDXG-KSRU,MYDXG,KSRU,106.31,South Central Railway,Vijayawada,Signal Cable/Data Logger,Cable Insulation Fault,High,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,15-03-2026,03-09-2026,03-09-2026,05-09-2026,4.5,6.3,30,17.0,04-04-2026,15,1,23,Branch,8.62,False,False,41.2,This Month,Monthly,6.3,No_Overlap,No,52.3,4.5,53.2,0.7
SMMS01904,KJ-MV,KJ,MV,51.17,Central Railway,Bhusawal,Block Instrument,Block Instrument Failure,High,Preventive Test,IPS (Integrated Power Supply),RRI,Normal,23-05-2026,04-09-2026,04-09-2026,06-09-2026,8.2,9.9,30,8.2,22-08-2026,180,3,23,Trunk,14.02,True,False,58.5,This Week,Weekly,9.9,Cross_Division_Overlap,Yes,59.8,8.2,51.2,0.55
SMMS01905,GCAOZ-FBYB,GCAOZ,FBYB,83.85,Northern Railway,Delhi,Track Circuit,Low Voltage/Shunt Fault,Low,Datalogger Analysis,AC (25kV Signalling),SSI,Down,10-07-2025,07-09-2026,07-09-2026,12-09-2026,3.9,4.9,90,3.9,10-12-2025,30,1,2,Branch,11.59,False,True,50.2,This Month,Monthly,4.9,No_Overlap,No,42.0,3.9,56.1,0.69
SMMS01906,CKLON-ZEXRW,CKLON,ZEXRW,2.95,South Eastern Railway,Chakradharpur,Track Circuit,Track Circuit Failure,Medium,Preventive Test,AC (25kV Signalling),PI,Degraded,18-08-2026,08-09-2026,08-09-2026,11-09-2026,5.1,7.0,0,13.3,03-12-2025,90,3,1,Trunk,9.78,False,False,37.8,This Month,Monthly,7.0,No_Overlap,No,42.8,5.1,45.2,0.75
SMMS01907,OQ-XVS,OQ,XVS,89.16,South Eastern Railway,Kharagpur,Point Machine,Locking Fault,Medium,Visual Inspection,AC (25kV Signalling),EI,Down,06-06-2026,09-09-2026,10-09-2026,13-09-2026,6.5,6.0,60,1.3,02-01-2026,180,1,22,Branch,12.23,False,False,24.7,This Month,Monthly,6.0,Same_Division_Overlap,No,51.4,6.5,49.6,0.56
SMMS01908,AFH-GS,AFH,GS,71.63,Southern Railway,Chennai,Axle Counter,Axle Counter Malfunction,Medium,Preventive Test,DC,SSI,Degraded,08-03-2026,12-09-2026,13-09-2026,16-09-2026,9.1,7.3,60,17.2,21-10-2025,30,1,7,Branch,1.3,False,True,48.7,This Month,Monthly,7.3,No_Overlap,No,49.7,9.1,52.9,0.64
SMMS01909,MJZ-QHXO,MJZ,QHXO,31.14,Northern Railway,Lucknow,Relay Interlocking,Relay Contact Failure,High,Datalogger Analysis,AC (25kV Signalling),PI,Normal,29-07-2025,15-09-2026,16-09-2026,18-09-2026,7.7,7.5,30,18.3,14-09-2025,15,3,21,Trunk,3.03,False,False,42.1,This Week,Weekly,7.5,Cross_Division_Overlap,No,60.1,7.7,39.7,0.78
SMMS01910,ITXR-DJBB,ITXR,DJBB,25.29,Southern Railway,Madurai,Level Crossing Interlocking,Approach Detection Fault,Medium,Signal Failure Alarm,DC,PI,Normal,25-02-2026,16-09-2026,16-09-2026,19-09-2026,5.9,6.0,60,7.0,06-01-2026,15,1,5,Branch,16.06,False,False,38.5,This Month,Monthly,6.0,No_Overlap,No,48.8,5.9,46.8,0.75
SMMS01911,HNII-NKWRS,HNII,NKWRS,4.84,Eastern Railway,Howrah,Track Circuit,Low Voltage/Shunt Fault,Medium,Preventive Test,DC,PI,Degraded,05-12-2025,12-09-2026,12-09-2026,15-09-2026,3.5,4.8,60,22.3,01-12-2025,15,2,12,Trunk,10.08,True,False,61.0,This Week,Weekly,4.8,No_Overlap,Yes,59.7,3.5,59.7,0.76
SMMS01912,DTLX-FMJV,DTLX,FMJV,44.22,Northern Railway,Lucknow,Block Instrument,Block Instrument Failure,Low,Datalogger Analysis,AC (25kV Signalling),EI,Normal,22-01-2026,04-09-2026,04-09-2026,09-09-2026,2.7,3.7,90,8.9,18-05-2026,90,2,6,Trunk,18.7,True,True,76.0,This Month,Monthly,3.7,No_Overlap,Yes,49.4,2.7,56.1,0.71
SMMS01913,LM-KFA,LM,KFA,103.99,South Central Railway,Guntakal,Relay Interlocking,Relay Contact Failure,Critical,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,26-12-2025,11-09-2026,11-09-2026,12-09-2026,8.0,9.0,10,21.5,16-06-2026,30,0,16,Trunk,15.49,False,True,69.8,Immediate,Weekly,9.0,Same_Division_Overlap,Yes,66.0,8.0,73.9,0.79
SMMS01914,MTPZJ-PEXZY,MTPZJ,PEXZY,81.31,Eastern Railway,Malda,Point Machine,Switch Blade Misalignment,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Degraded,29-07-2026,12-09-2026,12-09-2026,15-09-2026,5.8,5.8,14,15.0,09-01-2026,90,0,1,Trunk,4.83,False,True,65.1,Programmed,Monthly,5.8,Cross_Division_Overlap,Yes,34.3,5.8,42.6,0.65
SMMS01915,CUS-LR,CUS,LR,49.45,South Central Railway,Vijayawada,Block Instrument,Block Instrument Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),RRI,Degraded,15-04-2026,13-09-2026,14-09-2026,17-09-2026,5.0,4.4,60,10.6,21-12-2025,15,2,6,Trunk,8.87,False,True,50.3,This Month,Monthly,4.4,No_Overlap,No,53.8,5.0,51.3,0.9
SMMS01916,FKTHY-YEH,FKTHY,YEH,25.27,South Eastern Railway,Kharagpur,Level Crossing Interlocking,Approach Detection Fault,Medium,Visual Inspection,DC,PI,Normal,14-10-2025,07-09-2026,08-09-2026,11-09-2026,8.3,6.8,60,14.6,30-10-2025,15,1,3,Trunk,17.02,True,False,63.2,This Month,Monthly,6.8,Cross_Division_Overlap,Yes,53.2,8.3,50.8,0.64
SMMS01917,RTEJS-MNC,RTEJS,MNC,77.98,Central Railway,Mumbai CST,Track Circuit,Track Circuit Failure,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,05-10-2025,07-09-2026,07-09-2026,09-09-2026,4.0,4.4,30,21.9,04-11-2025,30,3,18,Trunk,16.76,False,False,31.4,This Week,Weekly,4.4,Same_Division_Overlap,No,62.6,4.0,68.6,0.87
SMMS01918,HDJ-VOKO,HDJ,VOKO,12.82,South Central Railway,Secunderabad,Electronic Interlocking,Software/Data Fault,High,Preventive Test,AC (25kV Signalling),EI,Normal,17-07-2026,16-09-2026,17-09-2026,19-09-2026,9.0,7.7,30,11.1,09-04-2026,15,1,24,Trunk,7.21,False,True,54.8,This Week,Weekly,7.7,No_Overlap,No,57.2,9.0,60.8,0.61
SMMS01919,YNVW-XHDTL,YNVW,XHDTL,112.39,Western Railway,Mumbai Central,Axle Counter,Axle Counter Malfunction,Medium,Signal Failure Alarm,AC (25kV Signalling),EI,Degraded,10-01-2026,16-09-2026,16-09-2026,19-09-2026,2.4,3.3,60,22.5,08-01-2026,15,3,1,Trunk,3.1,False,True,68.4,This Week,Weekly,3.3,Same_Division_Overlap,Yes,62.2,2.4,59.1,0.91
SMMS01920,VJCR-QBSP,VJCR,QBSP,66.18,Eastern Railway,Sealdah,Axle Counter,Axle Counter Malfunction,Low,Preventive Test,AC (25kV Signalling),PI,Normal,20-09-2025,14-09-2026,14-09-2026,19-09-2026,2.2,2.9,90,24.1,01-04-2026,15,2,9,Trunk,10.66,False,False,29.2,This Week,Weekly,2.9,Same_Division_Overlap,No,58.3,2.2,51.4,0.69
SMMS01921,UCE-PPPG,UCE,PPPG,35.58,South Central Railway,Secunderabad,Electronic Interlocking,Software/Data Fault,Low,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,08-11-2025,03-09-2026,03-09-2026,08-09-2026,5.4,6.1,90,22.6,19-03-2026,15,0,1,Trunk,8.52,False,False,38.1,This Month,Monthly,6.1,Same_Division_Overlap,No,50.4,5.4,45.1,0.62
SMMS01922,WIH-ZPGK,WIH,ZPGK,88.76,South Central Railway,Guntur,Block Instrument,Block Instrument Failure,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Down,26-08-2025,08-09-2026,09-09-2026,12-09-2026,7.4,6.2,60,15.1,23-12-2025,15,1,11,Trunk,14.88,False,True,56.9,This Week,Weekly,6.2,No_Overlap,Yes,57.7,7.4,53.1,0.81
SMMS01923,YAB-UJF,YAB,UJF,87.26,Central Railway,Mumbai CST,Relay Interlocking,Interlocking Logic Fault,Low,Signal Failure Alarm,DC,PI,Normal,12-01-2026,10-09-2026,10-09-2026,15-09-2026,2.0,2.4,90,21.7,02-10-2025,15,1,7,Trunk,3.71,False,False,32.4,This Week,Weekly,2.4,No_Overlap,No,61.0,2.0,60.7,0.77
SMMS01924,VSOB-VPD,VSOB,VPD,91.75,Southern Railway,Chennai,Point Machine,Locking Fault,Low,Signal Failure Alarm,DC,PI,Normal,14-11-2025,14-09-2026,14-09-2026,19-09-2026,3.3,3.6,90,1.7,09-04-2026,15,2,23,Branch,16.35,False,False,31.1,This Month,Monthly,3.6,Cross_Division_Overlap,No,45.4,3.3,48.5,0.86
SMMS01925,BLOL-MW,BLOL,MW,75.83,South Central Railway,Nanded,Relay Interlocking,Relay Contact Failure,Low,Preventive Test,AC (25kV Signalling),EI,Degraded,21-07-2026,06-09-2026,06-09-2026,11-09-2026,4.2,4.9,0,18.9,29-06-2026,30,2,6,Trunk,7.7,False,False,32.1,Programmed,Monthly,4.9,No_Overlap,No,30.9,4.2,32.3,0.84
SMMS01926,DCVR-UFI,DCVR,UFI,33.44,Central Railway,Solapur,Point Machine,Switch Blade Misalignment,Low,Datalogger Analysis,IPS (Integrated Power Supply),SSI,Normal,14-07-2025,14-09-2026,15-09-2026,20-09-2026,5.4,4.3,90,8.4,03-03-2026,90,4,8,Trunk,6.18,False,True,45.8,This Month,Monthly,4.3,No_Overlap,No,48.2,5.4,53.1,0.73
SMMS01927,JM-JE,JM,JE,97.89,Central Railway,Solapur,Point Machine,Locking Fault,Medium,Visual Inspection,IPS (Integrated Power Supply),PI,Normal,21-05-2026,16-09-2026,16-09-2026,19-09-2026,5.5,7.0,60,14.6,03-06-2026,90,2,5,Trunk,1.08,False,False,31.8,This Week,Weekly,7.0,No_Overlap,No,55.1,5.5,67.2,0.62
SMMS01928,DFYUJ-WMWB,DFYUJ,WMWB,87.32,Eastern Railway,Sealdah,Electronic Interlocking,Software/Data Fault,Low,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,13-09-2025,10-09-2026,11-09-2026,16-09-2026,6.9,5.4,90,23.8,19-07-2026,90,3,21,Trunk,11.92,True,False,46.4,This Week,Weekly,5.4,No_Overlap,No,58.4,6.9,62.7,0.74
SMMS01929,WSU-FEJ,WSU,FEJ,54.54,South Central Railway,Guntakal,Axle Counter,Reset Failure,Critical,Preventive Test,AC (25kV Signalling),SSI,Normal,20-08-2026,12-09-2026,12-09-2026,13-09-2026,6.5,8.3,10,2.0,27-08-2026,30,1,8,Branch,2.52,False,False,40.8,Immediate,Weekly,8.3,Same_Division_Overlap,No,47.0,6.5,58.7,0.85
SMMS01930,SCKLA-DKPAQ,SCKLA,DKPAQ,100.55,Central Railway,Mumbai CST,Axle Counter,Axle Counter Malfunction,High,Datalogger Analysis,DC,PI,Normal,11-09-2025,15-09-2026,15-09-2026,17-09-2026,6.7,7.3,30,24.4,03-12-2025,180,1,6,Trunk,13.46,False,False,34.3,This Week,Weekly,7.3,No_Overlap,No,61.6,6.7,59.5,0.55
SMMS01931,IG-DKXL,IG,DKXL,30.63,South Eastern Railway,Adra,Point Machine,Locking Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,22-05-2026,10-09-2026,10-09-2026,13-09-2026,3.9,5.2,60,4.2,29-11-2025,90,2,20,Trunk,13.25,True,False,48.5,This Week,Weekly,5.2,No_Overlap,No,55.9,3.9,49.8,0.73
SMMS01932,AWYD-AWWFB,AWYD,AWWFB,14.63,Western Railway,Mumbai Central,Track Circuit,Low Voltage/Shunt Fault,Medium,Preventive Test,IPS (Integrated Power Supply),PI,Degraded,15-02-2026,12-09-2026,13-09-2026,16-09-2026,8.1,6.4,60,1.5,18-08-2026,15,0,7,Branch,3.91,False,False,31.2,This Month,Monthly,6.4,Cross_Division_Overlap,No,42.7,8.1,40.7,0.65
SMMS01933,AOXGH-TRO,AOXGH,TRO,80.14,Southern Railway,Palakkad,Relay Interlocking,Interlocking Logic Fault,High,Preventive Test,DC,SSI,Normal,24-01-2026,14-09-2026,14-09-2026,16-09-2026,6.0,7.4,30,11.8,05-08-2026,15,3,9,Trunk,3.97,False,False,32.6,This Month,Monthly,7.4,Same_Division_Overlap,No,52.3,6.0,55.8,0.75
SMMS01934,RU-GKQ,RU,GKQ,52.55,Southern Railway,Tiruchirapalli,Point Machine,Point Machine Failure,Critical,Signal Failure Alarm,DC,EI,Normal,03-09-2025,05-09-2026,06-09-2026,07-09-2026,7.4,6.0,10,13.5,12-08-2026,15,1,13,Branch,6.63,False,False,45.5,Immediate,Weekly,6.0,Cross_Division_Overlap,No,57.2,7.4,62.1,0.83
SMMS01935,EEAOH-MG,EEAOH,MG,27.42,Western Railway,Vadodara,Block Instrument,Block Instrument Failure,Critical,Preventive Test,AC (25kV Signalling),EI,Normal,27-07-2025,16-09-2026,17-09-2026,18-09-2026,8.9,6.9,10,23.6,09-01-2026,30,3,4,Branch,5.55,False,False,58.9,Immediate,Weekly,6.9,No_Overlap,No,57.0,8.9,47.6,0.89
SMMS01936,GGKZJ-CWF,GGKZJ,CWF,31.73,Western Railway,Vadodara,Axle Counter,Axle Counter Malfunction,Medium,Visual Inspection,DC,RRI,Degraded,14-05-2026,12-09-2026,12-09-2026,15-09-2026,4.0,5.2,60,13.7,16-08-2026,30,2,16,Trunk,2.36,False,True,54.9,This Week,Weekly,5.2,No_Overlap,No,60.8,4.0,64.9,0.7
SMMS01937,RN-OUG,RN,OUG,77.34,Eastern Railway,Malda,Block Instrument,Token Fault,Medium,Signal Failure Alarm,DC,EI,Normal,17-08-2025,07-09-2026,07-09-2026,10-09-2026,4.4,5.0,60,12.8,05-08-2026,15,4,18,Branch,16.72,True,False,63.4,This Week,Weekly,5.0,Same_Division_Overlap,Yes,55.0,4.4,53.9,0.89
SMMS01938,GEY-JBV,GEY,JBV,106.18,South Central Railway,Vijayawada,Point Machine,Point Machine Failure,Critical,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,15-01-2026,12-09-2026,13-09-2026,14-09-2026,10.2,8.1,10,19.2,14-12-2025,30,1,7,Trunk,9.34,False,True,64.2,Immediate,Weekly,8.1,No_Overlap,Yes,65.2,10.2,73.6,0.86
SMMS01939,UH-HA,UH,HA,79.29,Eastern Railway,Malda,Track Circuit,Low Voltage/Shunt Fault,High,Preventive Test,AC (25kV Signalling),EI,Normal,05-02-2026,03-09-2026,03-09-2026,05-09-2026,4.8,5.2,30,13.7,23-11-2025,15,1,4,Trunk,15.86,False,False,31.1,This Week,Weekly,5.2,No_Overlap,No,55.3,4.8,58.6,0.63
SMMS01940,UGLH-KI,UGLH,KI,1.13,South Eastern Railway,Ranchi,Signal Cable/Data Logger,Cable Insulation Fault,Low,Datalogger Analysis,DC,RRI,Normal,23-09-2025,12-09-2026,13-09-2026,18-09-2026,5.4,4.4,90,6.8,30-05-2026,90,3,13,Trunk,7.58,False,False,29.6,This Month,Monthly,4.4,Same_Division_Overlap,No,51.0,5.4,45.1,0.79
SMMS01941,KBMP-MIGLC,KBMP,MIGLC,68.5,Western Railway,Vadodara,Track Circuit,Low Voltage/Shunt Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),RRI,Degraded,06-07-2026,04-09-2026,04-09-2026,07-09-2026,4.7,5.1,37,8.0,10-09-2025,30,3,3,Branch,6.46,False,False,31.1,This Month,Monthly,5.1,No_Overlap,No,42.1,4.7,39.2,0.81
SMMS01942,NBIJ-JW,NBIJ,JW,82.3,South Central Railway,Guntur,Relay Interlocking,Interlocking Logic Fault,Low,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,18-01-2026,03-09-2026,03-09-2026,08-09-2026,1.0,1.0,90,16.7,29-08-2025,30,5,10,Branch,9.12,False,False,27.3,This Month,Monthly,1.0,Cross_Division_Overlap,No,48.2,1.0,44.7,0.84
SMMS01943,DPGJU-ZIPO,DPGJU,ZIPO,83.9,Eastern Railway,Malda,Relay Interlocking,Cable Fault,Medium,Datalogger Analysis,DC,EI,Normal,24-07-2025,10-09-2026,11-09-2026,14-09-2026,9.6,7.5,60,15.5,26-04-2026,15,1,10,Trunk,7.97,False,True,55.8,This Month,Monthly,7.5,No_Overlap,Yes,53.5,9.6,58.1,0.78
SMMS01944,ZRGV-BIAPS,ZRGV,BIAPS,44.44,Central Railway,Nagpur,Electronic Interlocking,Software/Data Fault,High,Preventive Test,DC,RRI,Down,06-07-2025,12-09-2026,13-09-2026,15-09-2026,3.8,3.5,30,4.1,07-09-2025,180,0,18,Trunk,9.99,False,False,36.9,This Week,Weekly,3.5,Cross_Division_Overlap,No,56.1,3.8,56.6,0.57
SMMS01945,LTINH-WPQUK,LTINH,WPQUK,25.24,South Eastern Railway,Chakradharpur,Electronic Interlocking,Software/Data Fault,Critical,Datalogger Analysis,AC (25kV Signalling),EI,Degraded,27-10-2025,14-09-2026,14-09-2026,15-09-2026,6.1,7.4,10,15.0,08-10-2025,15,1,18,Branch,15.08,False,True,69.7,Immediate,Weekly,7.4,No_Overlap,Yes,57.5,6.1,41.2,0.81
SMMS01946,UJVLL-PJVGT,UJVLL,PJVGT,21.47,Central Railway,Bhusawal,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,DC,PI,Degraded,21-08-2026,04-09-2026,05-09-2026,08-09-2026,8.3,7.7,0,3.7,04-08-2025,15,0,4,Trunk,3.19,False,True,53.3,Programmed,Monthly,7.7,Same_Division_Overlap,No,27.6,8.3,29.9,0.88
SMMS01947,ZLM-CWUED,ZLM,CWUED,40.25,Central Railway,Mumbai CST,Track Circuit,Low Voltage/Shunt Fault,High,Datalogger Analysis,AC (25kV Signalling),EI,Degraded,13-12-2025,03-09-2026,03-09-2026,05-09-2026,4.3,4.3,30,18.1,10-08-2025,30,3,6,Trunk,12.64,False,False,41.3,This Week,Weekly,4.3,No_Overlap,No,56.2,4.3,58.9,0.86
SMMS01948,NE-WX,NE,WX,102.41,South Central Railway,Vijayawada,Relay Interlocking,Relay Contact Failure,Low,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,03-01-2026,14-09-2026,14-09-2026,19-09-2026,6.6,7.0,90,17.6,07-11-2025,15,1,1,Branch,6.67,False,False,20.7,This Month,Monthly,7.0,Cross_Division_Overlap,No,44.8,6.6,51.7,0.67
SMMS01949,HIBBC-NU,HIBBC,NU,107.92,Western Railway,Ahmedabad,Relay Interlocking,Relay Contact Failure,High,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Normal,03-08-2025,08-09-2026,08-09-2026,10-09-2026,6.1,7.6,30,2.2,28-08-2026,30,0,12,Trunk,3.26,False,False,30.8,This Month,Monthly,7.6,No_Overlap,No,49.4,6.1,41.8,0.74
SMMS01950,SOI-QJLD,SOI,QJLD,63.8,Southern Railway,Tiruchirapalli,Electronic Interlocking,Software/Data Fault,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,05-09-2025,15-09-2026,15-09-2026,17-09-2026,8.6,8.6,30,12.6,18-11-2025,15,2,2,Trunk,19.93,True,False,61.5,This Month,Monthly,8.6,No_Overlap,Yes,52.8,8.6,43.6,0.91
SMMS01951,ZLM-CWUED,ZLM,CWUED,50.58,Central Railway,Mumbai CST,Axle Counter,Reset Failure,Critical,Datalogger Analysis,DC,PI,Normal,11-03-2026,14-09-2026,14-09-2026,15-09-2026,6.7,7.0,10,23.3,17-02-2026,30,2,15,Trunk,8.81,False,True,72.6,Immediate,Weekly,7.0,No_Overlap,Yes,63.8,6.7,71.0,0.96
SMMS01952,YYB-GUDZM,YYB,GUDZM,25.44,Southern Railway,Chennai,Signal Cable/Data Logger,Data Logger Fault,Low,Visual Inspection,IPS (Integrated Power Supply),PI,Down,24-08-2025,03-09-2026,04-09-2026,09-09-2026,3.6,3.4,90,21.5,06-02-2026,15,2,7,Trunk,10.43,False,False,27.1,This Week,Weekly,3.4,No_Overlap,No,62.1,3.6,60.3,0.73
